record_type,run,epoch,subset,sample_count,seen_sample_count,mean_loss,median_loss,mean_mask_iou,mean_matched_iou,mean_fn,mean_fp,mean_class_error,mean_gt_recall,mean_exposure_multiplier,mean_state_policy_weight,mean_applied_loss_weight_seen,mean_effective_contribution_seen,total_appearances,total_exposure_count,total_effective_contribution,cap_hit_count
resource_ledger,E3,6,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,0.8790697674418605,0.9048874877219977,0.9048874877219977,43,43,38.9101619720459,0
resource_ledger,E3,6,ALL_TRAIN,128,128,,,,,,,,,1.0,1.02578125,1.0000000204890966,1.0000000204890966,128,128,128.00000262260437,0
resource_ledger,E3,7,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2484848484848485,1.1603211597962813,1.1603211597962813,33,33,38.29059827327728,0
resource_ledger,E3,7,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,0.8744186046511628,0.8854572828425917,0.8854572828425917,43,43,38.074663162231445,0
resource_ledger,E3,7,ALL_TRAIN,128,128,,,,,,,,,1.0,1.02265625,1.0000000153668225,1.0000000153668225,128,128,128.00000196695328,0
resource_ledger,E3,8,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2090909090909092,1.0971306833353909,1.0971306833353909,33,33,36.2053125500679,0
resource_ledger,E3,8,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,1.0,0.954637699348982,0.954637699348982,43,43,41.049421072006226,0
resource_ledger,E3,8,ALL_TRAIN,128,128,,,,,,,,,1.0,1.06328125,0.9999999799765646,0.9999999799765646,128,128,127.99999743700027,0
resource_ledger,E3,9,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2181818181818183,1.1078153902834111,1.1078153902834111,33,33,36.55790787935257,0
resource_ledger,E3,9,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,1.0,0.9640960693359375,0.9640960693359375,43,43,41.45613098144531,0
resource_ledger,E3,9,ALL_TRAIN,128,128,,,,,,,,,1.0,1.06328125,0.9999999818392098,0.9999999818392098,128,128,127.99999767541885,0
resource_ledger,E3,10,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2484848484848485,1.1187637376062798,1.1187637376062798,33,33,36.91920334100723,0
